"Measure code","SEX","YES_NO","COUNTRY_REGION","YEAR","VALUE"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1990","382.77"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1991","381.69"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1992","356.48"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1993","347.58"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1994","329.41"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1995","309.36"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1996","313.11"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1997","297.93"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1998","295.47"
"HFA_590","ALL","","EU_BEFORE_MAY2004","1999","288.11"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2000","270.88"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2001","270.11"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2002","259.93"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2003","247.71"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2004","246.03"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2005","235.91"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2006","231.29"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2007","221"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2008","210.76"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2009","208.42"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2010","206.89"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2011","204.35"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2012","202.44"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2013","192.72"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2014","189.7"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2015","200.41"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2016","196.16"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2017","201.86"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2018","222.08"
"HFA_590","ALL","","EU_BEFORE_MAY2004","2019","208.26"
"HFA_590","ALL","","EU_MEMBERS","1988","856.97"
"HFA_590","ALL","","EU_MEMBERS","1989","874.47"
"HFA_590","ALL","","EU_MEMBERS","1990","1253.92"
"HFA_590","ALL","","EU_MEMBERS","1991","1306.21"
"HFA_590","ALL","","EU_MEMBERS","1992","1152.77"
"HFA_590","ALL","","EU_MEMBERS","1993","1032.77"
"HFA_590","ALL","","EU_MEMBERS","1994","940.5"
"HFA_590","ALL","","EU_MEMBERS","1995","888.98"
"HFA_590","ALL","","EU_MEMBERS","1996","838.67"
"HFA_590","ALL","","EU_MEMBERS","1997","719.21"
"HFA_590","ALL","","EU_MEMBERS","1998","650.46"
"HFA_590","ALL","","EU_MEMBERS","1999","614.5"
"HFA_590","ALL","","EU_MEMBERS","2000","545.12"
"HFA_590","ALL","","EU_MEMBERS","2001","506.83"
"HFA_590","ALL","","EU_MEMBERS","2002","490.54"
"HFA_590","ALL","","EU_MEMBERS","2003","437.57"
"HFA_590","ALL","","EU_MEMBERS","2004","395.13"
"HFA_590","ALL","","EU_MEMBERS","2005","348.22"
"HFA_590","ALL","","EU_MEMBERS","2006","326.1"
"HFA_590","ALL","","EU_MEMBERS","2007","301.95"
"HFA_590","ALL","","EU_MEMBERS","2008","282.65"
"HFA_590","ALL","","EU_MEMBERS","2009","265.73"
"HFA_590","ALL","","EU_MEMBERS","2010","249.04"
"HFA_590","ALL","","EU_MEMBERS","2011","246.36"
"HFA_590","ALL","","EU_MEMBERS","2012","234.82"
"HFA_590","ALL","","EU_MEMBERS","2013","221.98"
"HFA_590","ALL","","EU_MEMBERS","2014","213.31"
"HFA_590","ALL","","EU_MEMBERS","2015","216.2"
"HFA_590","ALL","","EU_MEMBERS","2016","208.49"
"HFA_590","ALL","","EU_MEMBERS","2017","206.47"
"HFA_590","ALL","","EU_MEMBERS","2018","221.8"
"HFA_590","ALL","","EU_MEMBERS","2019","208.96"
"HFA_590","ALL","","EST","1992","2994.58"
"HFA_590","ALL","","EST","1993","3474.09"
"HFA_590","ALL","","EST","1994","3846.56"
"HFA_590","ALL","","EST","1995","3549.74"
"HFA_590","ALL","","EST","1996","3293.31"
"HFA_590","ALL","","EST","1997","3150.43"
"HFA_590","ALL","","EST","1998","3069.92"
"HFA_590","ALL","","EST","1999","2651.94"
"HFA_590","ALL","","EST","2000","2104.75"
"HFA_590","ALL","","EST","2001","1830.97"
"HFA_590","ALL","","EST","2002","1654.37"
"HFA_590","ALL","","EST","2003","1519.3"
"HFA_590","ALL","","EST","2004","1250.93"
"HFA_590","ALL","","EST","2005","1128.76"
"HFA_590","ALL","","EST","2006","1037.46"
"HFA_590","ALL","","EST","2007","869.92"
"HFA_590","ALL","","EST","2008","786.61"
"HFA_590","ALL","","EST","2009","680.44"
"HFA_590","ALL","","EST","2010","619.55"
"HFA_590","ALL","","EST","2011","609.25"
"HFA_590","ALL","","EST","2012","556.24"
"HFA_590","ALL","","EST","2013","567.85"
"HFA_590","ALL","","EST","2014","512.97"
"HFA_590","ALL","","EST","2015","454.26"
"HFA_590","ALL","","EST","2016","405.36"
"HFA_590","ALL","","EST","2017","363.07"
"HFA_590","ALL","","EST","2018","330.91"
"HFA_590","ALL","","EST","2019","315.9"
"HFA_590","ALL","","FIN","1980","584.18"
"HFA_590","ALL","","FIN","1981","511.68"
"HFA_590","ALL","","FIN","1982","442.59"
"HFA_590","ALL","","FIN","1983","336.5"
"HFA_590","ALL","","FIN","1984","343.14"
"HFA_590","ALL","","FIN","1985","352.32"
"HFA_590","ALL","","FIN","1986","344.76"
"HFA_590","ALL","","FIN","1987","358.63"
"HFA_590","ALL","","FIN","1988","323.06"
"HFA_590","ALL","","FIN","1989","327.09"
"HFA_590","ALL","","FIN","1990","288.58"
"HFA_590","ALL","","FIN","1991","288.14"
"HFA_590","ALL","","FIN","1992","251.88"
"HFA_590","ALL","","FIN","1993","238.27"
"HFA_590","ALL","","FIN","1994","210.5"
"HFA_590","ALL","","FIN","1995","201.88"
"HFA_590","ALL","","FIN","1996","206.4"
"HFA_590","ALL","","FIN","1997","197.58"
"HFA_590","ALL","","FIN","1998","207.79"
"HFA_590","ALL","","FIN","1999","197.53"
"HFA_590","ALL","","FIN","2000","201.21"
"HFA_590","ALL","","FIN","2001","194.62"
"HFA_590","ALL","","FIN","2002","194.15"
"HFA_590","ALL","","FIN","2003","185.78"
"HFA_590","ALL","","FIN","2004","184.42"
"HFA_590","ALL","","FIN","2005","186.04"
"HFA_590","ALL","","FIN","2006","180.11"
"HFA_590","ALL","","FIN","2007","166.77"
"HFA_590","ALL","","FIN","2008","167.7"
"HFA_590","ALL","","FIN","2009","158.19"
"HFA_590","ALL","","FIN","2010","159.11"
"HFA_590","ALL","","FIN","2011","154.98"
"HFA_590","ALL","","FIN","2012","148.04"
"HFA_590","ALL","","FIN","2013","153.13"
"HFA_590","ALL","","FIN","2014","149.5"
"HFA_590","ALL","","FIN","2015","152.21"
"HFA_590","ALL","","FIN","2016","152.81"
"HFA_590","ALL","","FIN","2017","164.38"
"HFA_590","ALL","","FIN","2018","153.38"
"HFA_590","ALL","","FIN","2019","160.8"
"HFA_590","ALL","","FRA","1990","587.16"
"HFA_590","ALL","","FRA","1991","578.42"
"HFA_590","ALL","","FRA","1992","545.22"
"HFA_590","ALL","","FRA","1993","555.51"
"HFA_590","ALL","","FRA","1994","536.19"
"HFA_590","ALL","","FRA","1995","481.53"
"HFA_590","ALL","","FRA","1996","471.95"
"HFA_590","ALL","","FRA","1997","469.55"
"HFA_590","ALL","","FRA","1998","468.91"
"HFA_590","ALL","","FRA","1999","449.75"
"HFA_590","ALL","","FRA","2000","403.59"
"HFA_590","ALL","","FRA","2001","402.64"
"HFA_590","ALL","","FRA","2002","400.84"
"HFA_590","ALL","","FRA","2003","388.15"
"HFA_590","ALL","","FRA","2004","388.89"
"HFA_590","ALL","","FRA","2005","359.18"
"HFA_590","ALL","","FRA","2006","362.93"
"HFA_590","ALL","","FRA","2007","350.53"
"HFA_590","ALL","","FRA","2008","332.58"
"HFA_590","ALL","","FRA","2009","334.5"
"HFA_590","ALL","","FRA","2010","330.99"
"HFA_590","ALL","","FRA","2011","322.31"
"HFA_590","ALL","","FRA","2012","315.48"
"HFA_590","ALL","","FRA","2013","332.73"
"HFA_590","ALL","","FRA","2014","342.61"
"HFA_590","ALL","","FRA","2015","325.64"
"HFA_590","ALL","","FRA","2016","329.33"
"HFA_590","ALL","","FRA","2017","341.16"
"HFA_590","ALL","","FRA","2018","335.07"
"HFA_590","ALL","","MKD","1984","4415.17"
"HFA_590","ALL","","MKD","1985","4228.19"
"HFA_590","ALL","","MKD","1986","4706.87"
"HFA_590","ALL","","MKD","1987","5043.01"
"HFA_590","ALL","","MKD","1988","4072.36"
"HFA_590","ALL","","MKD","1998","1643.39"
"HFA_590","ALL","","MKD","1999","2170.01"
"HFA_590","ALL","","MKD","2000","2423.3"
"HFA_590","ALL","","MKD","2001","1545.23"
"HFA_590","ALL","","MKD","2002","1201.85"
"HFA_590","ALL","","MKD","2003","1398.29"
"HFA_590","ALL","","MKD","2006","942.63"
"HFA_590","ALL","","MKD","2007","1136.98"
"HFA_590","ALL","","MKD","2008","1058.82"
"HFA_590","ALL","","MKD","2009","721.83"
"HFA_590","ALL","","MKD","2010","591.07"
"HFA_590","ALL","","MKD","2011","654.23"
"HFA_590","ALL","","MKD","2012","787.14"
"HFA_590","ALL","","MKD","2013","592.44"
"HFA_590","ALL","","MKD","2014","508.49"
"HFA_590","ALL","","MKD","2015","441.69"
"HFA_590","ALL","","MKD","2016","442.5"
"HFA_590","ALL","","MKD","2017","430.12"
"HFA_590","ALL","","MKD","2018","414.5"
"HFA_590","ALL","","GEO","1991","1807.89"
"HFA_590","ALL","","GEO","1992","1650.48"
"HFA_590","ALL","","GEO","1993","538.18"
"HFA_590","ALL","","GEO","1994","783.96"
"HFA_590","ALL","","GEO","1995","1327.94"
"HFA_590","ALL","","GEO","1996","1395.78"
"HFA_590","ALL","","GEO","1997","943.86"
"HFA_590","ALL","","GEO","1998","910.02"
"HFA_590","ALL","","GEO","1999","750.59"
"HFA_590","ALL","","GEO","2000","677.79"
"HFA_590","ALL","","GEO","2001","602.89"
"HFA_590","ALL","","GEO","2002","492.88"
"HFA_590","ALL","","GEO","2003","431.02"
"HFA_590","ALL","","GEO","2004","554.96"
"HFA_590","ALL","","GEO","2005","629.23"
"HFA_590","ALL","","GEO","2006","761.26"
"HFA_590","ALL","","GEO","2007","988.35"
"HFA_590","ALL","","GEO","2008","616.59"
"HFA_590","ALL","","GEO","2010","692.54"
"HFA_590","ALL","","GEO","2011","932.98"
"HFA_590","ALL","","GEO","2012","1352.63"
"HFA_590","ALL","","GEO","2013","1253.78"
"HFA_590","ALL","","GEO","2014","963.45"
"HFA_590","ALL","","GEO","2015","824.45"
"HFA_590","ALL","","GEO","2016","670.26"
"HFA_590","ALL","","GEO","2017","644.52"
"HFA_590","ALL","","GEO","2018","801.91"
"HFA_590","ALL","","GEO","2019","819.37"
"HFA_590","ALL","","GEO","2020","731.57"
"HFA_590","ALL","","GRC","1980","53.51"
"HFA_590","ALL","","GRC","1982","40.61"
"HFA_590","ALL","","GRC","1984","38.28"
"HFA_590","ALL","","GRC","1985","57.1"
"HFA_590","ALL","","GRC","1986","59.29"
"HFA_590","ALL","","GRC","1987","73.39"
"HFA_590","ALL","","GRC","1988","84.04"
"HFA_590","ALL","","GRC","1989","88.7"
"HFA_590","ALL","","GRC","1990","86.26"
"HFA_590","ALL","","GRC","1991","90.69"
"HFA_590","ALL","","GRC","1992","88.75"
"HFA_590","ALL","","GRC","1993","88.74"
"HFA_590","ALL","","GRC","1997","96.28"
"HFA_590","ALL","","GRC","2000","310.34"
"HFA_590","ALL","","GRC","2001","465.01"
"HFA_590","ALL","","GRC","2002","284.22"
"HFA_590","ALL","","GRC","2003","274.07"
"HFA_590","ALL","","GRC","2004","283.8"
"HFA_590","ALL","","GRC","2005","260.94"
"HFA_590","ALL","","GRC","2006","283.95"
"HFA_590","ALL","","GRC","2007","235.49"
"HFA_590","ALL","","GRC","2008","215"
"HFA_590","ALL","","GRC","2009","207.89"
"HFA_590","ALL","","GRC","2010","242.12"
"HFA_590","ALL","","GRC","2011","194.26"
"HFA_590","ALL","","GRC","2012","285.78"
"HFA_590","ALL","","GRC","2013","306.16"
"HFA_590","ALL","","GRC","2014","298.78"
"HFA_590","ALL","","GRC","2015","303.26"
"HFA_590","ALL","","HUN","1985","3750.45"
"HFA_590","ALL","","HUN","1986","3568.24"
"HFA_590","ALL","","HUN","1990","3177.68"
"HFA_590","ALL","","HUN","1991","2820.99"
"HFA_590","ALL","","HUN","1992","2619.5"
"HFA_590","ALL","","HUN","1993","2252.61"
"HFA_590","ALL","","HUN","1994","2029.67"
"HFA_590","ALL","","HUN","1995","2139.2"
"HFA_590","ALL","","HUN","1996","2206.36"
"HFA_590","ALL","","HUN","1997","2158.23"
"HFA_590","ALL","","HUN","1998","2011.81"
"HFA_590","ALL","","HUN","1999","1906.67"
"HFA_590","ALL","","HUN","2000","1537.73"
"HFA_590","ALL","","HUN","2001","1370.84"
"HFA_590","ALL","","HUN","2002","1290.94"
"HFA_590","ALL","","HUN","2003","1228.16"
"HFA_590","ALL","","HUN","2004","1104.64"
"HFA_590","ALL","","HUN","2005","962.04"
"HFA_590","ALL","","HUN","2006","859.83"
"HFA_590","ALL","","HUN","2007","794.64"
"HFA_590","ALL","","HUN","2008","740.8"
"HFA_590","ALL","","HUN","2009","689.31"
"HFA_590","ALL","","HUN","2010","619.24"
"HFA_590","ALL","","HUN","2011","573.62"
"HFA_590","ALL","","HUN","2012","507.84"
"HFA_590","ALL","","HUN","2013","464.83"
"HFA_590","ALL","","HUN","2014","406.38"
"HFA_590","ALL","","HUN","2015","367.71"
"HFA_590","ALL","","HUN","2016","347.16"
"HFA_590","ALL","","HUN","2017","311.4"
"HFA_590","ALL","","HUN","2018","299.57"
"HFA_590","ALL","","HUN","2019","275.01"
"HFA_590","ALL","","ISL","1980","272.73"
"HFA_590","ALL","","ISL","1981","263.77"
"HFA_590","ALL","","ISL","1982","327.1"
"HFA_590","ALL","","ISL","1983","307.92"
"HFA_590","ALL","","ISL","1984","302.05"
"HFA_590","ALL","","ISL","1985","326.35"
"HFA_590","ALL","","ISL","1986","349.54"
"HFA_590","ALL","","ISL","1987","276.65"
"HFA_590","ALL","","ISL","1988","218.18"
"HFA_590","ALL","","ISL","1989","201.63"
"HFA_590","ALL","","ISL","1990","250.48"
"HFA_590","ALL","","ISL","1991","186.32"
"HFA_590","ALL","","ISL","1992","214.29"
"HFA_590","ALL","","ISL","1993","222.58"
"HFA_590","ALL","","ISL","1994","205.05"
"HFA_590","ALL","","ISL","1995","212.98"
"HFA_590","ALL","","ISL","1996","230.18"
"HFA_590","ALL","","ISL","1997","264.8"
"HFA_590","ALL","","ISL","1998","225.04"
"HFA_590","ALL","","ISL","1999","208.98"
"HFA_590","ALL","","ISL","2000","212.77"
"HFA_590","ALL","","ISL","2001","226.74"
"HFA_590","ALL","","ISL","2002","186.61"
"HFA_590","ALL","","ISL","2003","250"
"HFA_590","ALL","","ISL","2004","223.65"
"HFA_590","ALL","","ISL","2005","180.42"
"HFA_590","ALL","","ISL","2006","182.55"
"HFA_590","ALL","","ISL","2007","181.2"
"HFA_590","ALL","","ISL","2008","198.19"
"HFA_590","ALL","","ISL","2009","197.52"
"HFA_590","ALL","","ISL","2010","174.89"
"HFA_590","ALL","","ISL","2011","178.1"
"HFA_590","ALL","","ISL","2012","163.74"
"HFA_590","ALL","","ISL","2013","185.7"
"HFA_590","ALL","","ISL","2014","166.47"
"HFA_590","ALL","","ISL","2015","207.73"
"HFA_590","ALL","","ISL","2016","216.47"
"HFA_590","ALL","","ISL","2017","235.94"
"HFA_590","ALL","","ISL","2018","252.35"
"HFA_590","ALL","","ISR","1988","315.58"
"HFA_590","ALL","","ISR","1991","303.99"
"HFA_590","ALL","","ISR","1993","263.71"
"HFA_590","ALL","","ISR","1994","232.42"
"HFA_590","ALL","","ISR","1995","235.12"
"HFA_590","ALL","","ISR","1996","237.1"
"HFA_590","ALL","","ISR","1997","235.91"
"HFA_590","ALL","","ISR","1998","229.64"
"HFA_590","ALL","","ISR","1999","226.4"
"HFA_590","ALL","","ISR","2000","221.14"
"HFA_590","ALL","","ISR","2001","245.92"
"HFA_590","ALL","","ISR","2002","233.97"
"HFA_590","ALL","","ISR","2003","205.92"
"HFA_590","ALL","","ISR","2004","205.11"
"HFA_590","ALL","","ISR","2005","189.35"
"HFA_590","ALL","","ISR","2006","185.38"
"HFA_590","ALL","","ISR","2007","173.58"
"HFA_590","ALL","","ISR","2008","170.16"
"HFA_590","ALL","","ISR","2009","164.98"
"HFA_590","ALL","","ISR","2010","155.29"
"HFA_590","ALL","","ISR","2011","155.59"
"HFA_590","ALL","","ISR","2012","159.41"
"HFA_590","ALL","","ISR","2013","156.6"
"HFA_590","ALL","","ISR","2014","151.78"
"HFA_590","ALL","","ISR","2015","138.89"
"HFA_590","ALL","","ISR","2016","139.84"
"HFA_590","ALL","","ISR","2017","135"
"HFA_590","ALL","","ISR","2018","132.65"
"HFA_590","ALL","","ITA","1981","985.35"
"HFA_590","ALL","","ITA","1988","808.91"
"HFA_590","ALL","","ITA","1989","762.2"
"HFA_590","ALL","","ITA","1990","616.32"
"HFA_590","ALL","","ITA","1991","650.32"
"HFA_590","ALL","","ITA","1992","568.26"
"HFA_590","ALL","","ITA","1993","545.08"
"HFA_590","ALL","","ITA","1994","495.04"
"HFA_590","ALL","","ITA","1995","464.26"
"HFA_590","ALL","","ITA","1996","447.57"
"HFA_590","ALL","","ITA","1997","411.47"
"HFA_590","ALL","","ITA","1998","378.42"
"HFA_590","ALL","","ITA","1999","375.33"
"HFA_590","ALL","","ITA","2000","337.83"
"HFA_590","ALL","","ITA","2001","309.48"
"HFA_590","ALL","","ITA","2002","294.35"
"HFA_590","ALL","","ITA","2003","261.41"
"HFA_590","ALL","","ITA","2004","271"
"HFA_590","ALL","","ITA","2005","254.49"
"HFA_590","ALL","","ITA","2006","225.32"
"HFA_590","ALL","","ITA","2007","217.16"
"HFA_590","ALL","","ITA","2008","196.85"
"HFA_590","ALL","","ITA","2009","184.48"
"HFA_590","ALL","","ITA","2010","181.97"
"HFA_590","ALL","","ITA","2011","178.67"
"HFA_590","ALL","","ITA","2012","171.2"
"HFA_590","ALL","","ITA","2013","175.16"
"HFA_590","ALL","","ITA","2014","172.79"
"HFA_590","ALL","","ITA","2015","162.52"
"HFA_590","ALL","","ITA","2016","163.27"
"HFA_590","ALL","","ITA","2017","155.59"
"HFA_590","ALL","","ITA","2018","150.72"
"HFA_590","ALL","","ITA","2019","149.87"
"HFA_590","ALL","","KAZ","1990","1757.27"
"HFA_590","ALL","","KAZ","1991","1917.74"
"HFA_590","ALL","","KAZ","1992","1508.54"
"HFA_590","ALL","","KAZ","1993","1412.52"
"HFA_590","ALL","","KAZ","1994","1346.4"
"HFA_590","ALL","","KAZ","1995","1671.9"
"HFA_590","ALL","","KAZ","1996","1339.92"
"HFA_590","ALL","","KAZ","1997","1357.15"
"HFA_590","ALL","","KAZ","1998","1396.99"
"HFA_590","ALL","","KAZ","1999","1225.49"
"HFA_590","ALL","","KAZ","2000","1153.7"
"HFA_590","ALL","","KAZ","2001","1228.45"
"HFA_590","ALL","","KAZ","2002","1070.05"
"HFA_590","ALL","","KAZ","2003","976.86"
"HFA_590","ALL","","KAZ","2004","862.92"
"HFA_590","ALL","","KAZ","2005","789.05"
"HFA_590","ALL","","KAZ","2006","760.22"
"HFA_590","ALL","","KAZ","2007","703.42"
"HFA_590","ALL","","KAZ","2008","611.89"
"HFA_590","ALL","","KAZ","2009","569.31"
"HFA_590","ALL","","KAZ","2010","493.61"
"HFA_590","ALL","","KAZ","2011","431.33"
"HFA_590","ALL","","KAZ","2012","448.89"
"HFA_590","ALL","","KAZ","2013","515.14"
"HFA_590","ALL","","KAZ","2014","531.72"
"HFA_590","ALL","","KAZ","2015","676.95"
"HFA_590","ALL","","KAZ","2016","661.31"
"HFA_590","ALL","","KAZ","2017","724.64"
"HFA_590","ALL","","KAZ","2018","700.65"
"HFA_590","ALL","","KAZ","2019","637.39"
"HFA_590","ALL","","KGZ","1992","456.41"
"HFA_590","ALL","","KGZ","1993","970.29"
"HFA_590","ALL","","KGZ","1994","374.28"
"HFA_590","ALL","","KGZ","1995","179.37"
"HFA_590","ALL","","KGZ","1996","195.63"
"HFA_590","ALL","","KGZ","1997","192.63"
"HFA_590","ALL","","KGZ","1998","313.8"
"HFA_590","ALL","","KGZ","1999","272.79"
"HFA_590","ALL","","KGZ","2000","267.53"
"HFA_590","ALL","","KGZ","2001","326.66"
"HFA_590","ALL","","KGZ","2002","230.1"
"HFA_590","ALL","","KGZ","2003","334.28"
"HFA_590","ALL","","KGZ","2004","180.68"
"HFA_590","ALL","","KGZ","2005","264.76"
"HFA_590","ALL","","KGZ","2006","163.33"
"HFA_590","ALL","","KGZ","2007","162.13"
"HFA_590","ALL","","KGZ","2008","167.28"
"HFA_590","ALL","","KGZ","2009","170.28"
"HFA_590","ALL","","KGZ","2010","150.92"
"HFA_590","ALL","","KGZ","2011","168.9"
"HFA_590","ALL","","KGZ","2012","285.44"
"HFA_590","ALL","","KGZ","2013","284.17"
"HFA_590","ALL","","KGZ","2014","299.13"
"HFA_590","ALL","","KGZ","2015","276.85"
"HFA_590","ALL","","KGZ","2016","31.69"
"HFA_590","ALL","","KGZ","2017","23.8"
"HFA_590","ALL","","KGZ","2018","193.22"
"HFA_590","ALL","","LTU","1995","2437.08"
"HFA_590","ALL","","LTU","1996","1975.89"
"HFA_590","ALL","","LTU","1997","1582.75"
"HFA_590","ALL","","LTU","1998","1515.25"
"HFA_590","ALL","","LTU","1999","1485.42"
"HFA_590","ALL","","LTU","2000","1230.25"
"HFA_590","ALL","","LTU","2001","1064.27"
"HFA_590","ALL","","LTU","2002","1126.03"
"HFA_590","ALL","","LTU","2003","954.65"
"HFA_590","ALL","","LTU","2004","861.49"
"HFA_590","ALL","","LTU","2005","786.05"
"HFA_590","ALL","","LTU","2006","739.89"
"HFA_590","ALL","","LTU","2007","735.08"
"HFA_590","ALL","","LTU","2008","650.76"
"HFA_590","ALL","","LTU","2009","563.24"
"HFA_590","ALL","","LTU","2010","495.19"
"HFA_590","ALL","","LTU","2011","434.55"
"HFA_590","ALL","","LTU","2012","408.36"
"HFA_590","ALL","","LTU","2013","360.72"
"HFA_590","ALL","","LTU","2014","339.65"
"HFA_590","ALL","","LTU","2015","317.97"
"HFA_590","ALL","","LTU","2016","301.47"
"HFA_590","ALL","","LTU","2017","294.04"
"HFA_590","ALL","","LTU","2018","248.69"
"HFA_590","ALL","","LTU","2019","201.92"
"HFA_590","ALL","","LVA","1991","2557.15"
"HFA_590","ALL","","LVA","1992","3005.88"
"HFA_590","ALL","","LVA","1993","3259.95"
"HFA_590","ALL","","LVA","1994","2623.79"
"HFA_590","ALL","","LVA","1995","2827.74"
"HFA_590","ALL","","LVA","1996","2872.22"
"HFA_590","ALL","","LVA","1997","2334.25"
"HFA_590","ALL","","LVA","1998","2750.48"
"HFA_590","ALL","","LVA","1999","2202.67"
"HFA_590","ALL","","LVA","2000","1924.6"
"HFA_590","ALL","","LVA","2001","1731.97"
"HFA_590","ALL","","LVA","2002","1433.84"
"HFA_590","ALL","","LVA","2003","1504.8"
"HFA_590","ALL","","LVA","2004","1297.08"
"HFA_590","ALL","","LVA","2005","1100.65"
"HFA_590","ALL","","LVA","2006","1087.93"
"HFA_590","ALL","","LVA","2007","917.52"
"HFA_590","ALL","","LVA","2008","777.02"
"HFA_590","ALL","","LVA","2009","707.65"
"HFA_590","ALL","","LVA","2010","627.65"
"HFA_590","ALL","","LVA","2011","624.6"
"HFA_590","ALL","","LVA","2012","500.32"
"HFA_590","ALL","","LVA","2013","436.52"
"HFA_590","ALL","","LVA","2014","393.2"
"HFA_590","ALL","","LVA","2015","321.21"
"HFA_590","ALL","","LVA","2016","301.01"
"HFA_590","ALL","","LVA","2017","281.49"
"HFA_590","ALL","","LVA","2018","269.92"
"HFA_590","ALL","","LVA","2019","231.87"
"HFA_590","ALL","","MLT","1984","0"
"HFA_590","ALL","","MLT","1985","0"
"HFA_590","ALL","","MLT","1986","0"
"HFA_590","ALL","","MLT","1987","0"
"HFA_590","ALL","","MLT","1988","0"
"HFA_590","ALL","","MLT","1989","0"
"HFA_590","ALL","","MLT","1990","0"
"HFA_590","ALL","","MLT","1991","0"
"HFA_590","ALL","","MLT","1992","0"
"HFA_590","ALL","","MLT","1993","0"
"HFA_590","ALL","","MLT","1994","0"
"HFA_590","ALL","","MLT","1995","0"
"HFA_590","ALL","","MLT","1997","0"
"HFA_590","ALL","","MLT","1998","0"
"HFA_590","ALL","","MLT","1999","0"
"HFA_590","ALL","","MLT","2000","0"
"HFA_590","ALL","","MLT","2001","0"
"HFA_590","ALL","","MLT","2002","0"
"HFA_590","ALL","","MLT","2003","0"
"HFA_590","ALL","","MLT","2004","0"
"HFA_590","ALL","","MLT","2005","0"
"HFA_590","ALL","","MLT","2006","0"
"HFA_590","ALL","","MLT","2007","0"
"HFA_590","ALL","","MLT","2008","0"
"HFA_590","ALL","","MLT","2009","0"
"HFA_590","ALL","","MLT","2010","0"
"HFA_590","ALL","","MLT","2011","0"
"HFA_590","ALL","","MLT","2012","0"
"HFA_590","ALL","","MLT","2013","0"
"HFA_590","ALL","","MLT","2014","0"
"HFA_590","ALL","","MLT","2015","0"
"HFA_590","ALL","","MLT","2016","0"
"HFA_590","ALL","","MLT","2017","0"
"HFA_590","ALL","","MLT","2018","0"
"HFA_590","ALL","","MLT","2019","0"
"HFA_590","ALL","","MDA","1992","818.68"
"HFA_590","ALL","","MDA","1993","1460.86"
"HFA_590","ALL","","MDA","1994","2787.02"
"HFA_590","ALL","","MDA","1995","3006.88"
"HFA_590","ALL","","MDA","1996","2948.53"
"HFA_590","ALL","","MDA","1997","2729.2"
"HFA_590","ALL","","MDA","1998","2414.52"
"HFA_590","ALL","","MDA","1999","2349.72"
"HFA_590","ALL","","MDA","2000","2325.9"
"HFA_590","ALL","","MDA","2001","1466.07"
"HFA_590","ALL","","MDA","2002","1383.79"
"HFA_590","ALL","","MDA","2003","1587.75"
"HFA_590","ALL","","MDA","2004","1313.08"
"HFA_590","ALL","","MDA","2005","1266.76"
"HFA_590","ALL","","MDA","2006","1120.33"
"HFA_590","ALL","","MDA","2007","1047.68"
"HFA_590","ALL","","MDA","2008","976.71"
"HFA_590","ALL","","MDA","2009","813.52"
"HFA_590","ALL","","MDA","2010","934.51"
"HFA_590","ALL","","MDA","2011","1037.81"
"HFA_590","ALL","","MDA","2012","916.69"
"HFA_590","ALL","","MDA","2013","943.22"
"HFA_590","ALL","","MDA","2014","867.92"
"HFA_590","ALL","","MDA","2015","843.67"
"HFA_590","ALL","","MDA","2016","760.49"
"HFA_590","ALL","","MDA","2017","731.59"
"HFA_590","ALL","","MDA","2018","729.81"
"HFA_590","ALL","","MDA","2019","646.17"
"HFA_590","ALL","","MNE","1992","6217.46"
"HFA_590","ALL","","MNE","1993","5354"
"HFA_590","ALL","","MNE","1994","3136.91"
"HFA_590","ALL","","MNE","1995","2486.7"
"HFA_590","ALL","","MNE","1996","2275.8"
"HFA_590","ALL","","MNE","1997","1955.68"
"HFA_590","ALL","","MNE","1998","2012.28"
"HFA_590","ALL","","MNE","1999","2235.58"
"HFA_590","ALL","","NLD","1982","336.93"
"HFA_590","ALL","","NLD","1990","154.25"
